plant_species,synonyms,family,native_introduced,color,fleshy_dry,dehiscent_indehiscent,number_s_per_f,number_s_per_f_uncertainty,number_s_per_f_lower_bound,number_s_per_f_upper_bound,number_s_per_f_sd_se,number_s_per_f_sample_size,s_length,s_length_uncertainty,s_length_lower_bound,s_length_upper_bound,s_length_sd_se,s_length_sample_size,s_width,s_width_uncertainty,s_width_lower_bound,s_width_upper_bound,s_width_sd_se,s_width_sample_size,s_mass,dry_wet_s,s_mass_uncertainty,s_mass_lower_bound,s_mass_upper_bound,s_mass_sd_se,s_mass_sample_size,f_length,f_length_uncertainty,f_length_lower_bound,f_length_upper_bound,f_length_sd_se,f_length_sample_size,f_width,f_width_uncertainty,f_width_lower_bound,f_width_upper_bound,f_width_sd_se,f_width_sample_size,f_mass,dry_wet_f,f_mass_uncertainty,f_mass_lower_bound,f_mass_upper_bound,f_mass_sd_se,f_mass_sample_size,citations
Trichilia septentrionalis,"Trichilia eurysepala, Trichilia grandis, Trichilia gustavoi, Trichilia krukovii, Trichilia lanceolata, Trichilia magnifica, Trichilia moritzii, Trichilia polyneura",Meliaceae,N,Brown,D,D,1,None Specified,NA,NA,NA,0,25.6,SD,NA,NA,2,0,12.1,SD,NA,NA,1,0,1.94,W,SD,NA,NA,0.31,0,28.495,None Specified,NA,NA,NA,1,11.8,SD,NA,NA,4.808326112,2,NA,,,NA,NA,NA,NA,"Taylor 2014, Pennington 2006 Meliaceae, https://eol.org/pages/47125599/articles"
Trichilia septentrionalis,,,,,,,NA,,NA,NA,NA,NA,23,None Specified,NA,NA,NA,1,7.6,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,NA,Range,30,35,NA,0,NA,Range,16,20,NA,0,NA,,,NA,NA,NA,NA,"Taylor 2014, Pennington 2006 Meliaceae, https://eol.org/pages/47125599/articles"
Trichilia tuberculata,,Meliaceae,N,Green,D,D,1.75,None Specified,NA,NA,NA,6,13.5,None Specified,NA,NA,NA,5,7,None Specified,NA,NA,NA,5,0.17616,W,None Specified,NA,NA,NA,5,13,None Specified,NA,NA,NA,5,9,None Specified,NA,NA,NA,5,0.41032,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Daws 2005"
Trichilia tuberculata,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4,None Specified,NA,NA,NA,6,0.151,D,None Specified,NA,NA,NA,10,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.20402,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Daws 2005"
Trichilia tuberculata,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.078,D,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Daws 2005"
Trichostigma octandra,Trichostigma octandrum,Phytolaccaceae,N,Black,F,I,1,None Specified,NA,NA,NA,6,3.325,None Specified,NA,NA,NA,5,3.3,None Specified,NA,NA,NA,6,0.03333333,W,None Specified,NA,NA,NA,5,6.5,None Specified,NA,NA,NA,5,6,None Specified,NA,NA,NA,5,0.05666667,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Link 2004, Stevenson 2002, Foster 1985, Andresen 1999"
Trichostigma octandra,,,,,,,NA,,NA,NA,NA,NA,4.8,Unknown +/-,NA,NA,0.13,10,NA,,NA,NA,NA,NA,0.038,W,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.29166667,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Link 2004, Stevenson 2002, Foster 1985, Andresen 1999"
Trichostigma octandra,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.02,D,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Link 2004, Stevenson 2002, Foster 1985, Andresen 1999"
Trymatococcus oligandrus,"Brosimum oligandrum, Lanessania oligandra",Moraceae,N,Yellow/Green,F,I,NA,,NA,NA,NA,NA,7,None Specified,NA,NA,NA,0,7,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,13,None Specified,NA,NA,NA,0,13,,NA,NA,NA,0,NA,,,NA,NA,NA,NA,Erard 1989
Turnera ulmifolia,,Turneraceae,Y,Green,D,D,56,SE,NA,NA,2.04,40,NA,Range,22.5,25,NA,0,NA,Range,0.833333333,1.25,NA,0,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Cuautle 2005, Backer 1948"
Unonopsis guatterioides,,Annonaceae,N,Black/Purple,F,I,NA,Range,1,6,NA,0,8.6175,Range,3.6,14.4,NA,2846,4.74635,Range,1.4,9.8,NA,2846,0.28,W,SD,NA,NA,0.001,2846,13.128,Range,6,22.5,NA,1237,10.2,Range,1.5,18,NA,1237,1.33,W,None Specified,NA,NA,NA,1237,Oliveira 2023
Unonopsis guatterioides,,,,,,,NA,,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Range,20,23,NA,0,NA,Range,16,23,NA,0,NA,,,NA,NA,NA,NA,Bazante 2021
Unonopsis lindmanii,,Annonaceae,N,Orange,F,I,NA,Range,1,5,NA,0,NA,Range,6.8,11.4,NA,0,NA,Range,6.4,10.7,NA,0,NA,NA,Range,0.09,0.39,NA,0,9.3,Unknown +/-,NA,NA,0.2,30,9.2,Unknown +/-,NA,NA,0.2,30,0.6,W,Unknown +/-,NA,NA,0.02,30,"Donatti 2007, Battilani 2007"
Unonopsis lindmanii,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Range,8,18.4,NA,0,NA,Range,7.4,12.7,NA,0,NA,W,Range,0.4,1.66,NA,0,"Donatti 2007, Battilani 2007"
Unonopsis rufescens,Trigynaea rufescens,Annonaceae,N,NA,F,I,NA,,NA,NA,NA,NA,10,None Specified,NA,NA,NA,0,10,None Specified,NA,NA,NA,0,0.09,W,None Specified,NA,NA,NA,17,15,None Specified,NA,NA,NA,0,15,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Hammond 1995, Erard 1989"
Unonopsis rufescens,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.03,D,None Specified,NA,NA,NA,17,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Hammond 1995, Erard 1989"
Vallisneria americana,,Hydrocharitaceae,N,Green,D,D,NA,Range,150,500,NA,0,NA,Range,1.8,2.6,NA,0,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,95,Unknown +/-,NA,NA,2,138,3,Unknown +/-,NA,NA,0.1,138,NA,,,NA,NA,NA,NA,"McFarland 2006, Kattge 2011"
Vallisneria americana,,,,,,,NA,Range,100,300,NA,0,NA,,NA,NA,NA,NA,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"McFarland 2006, Marsden 2013, Kattge 2001, Clark 1999, McChesney 2010"
Vallisneria americana,,,,,,,NA,Range,0,307,NA,138,NA,Range,1.91,3.46,NA,138,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,NA,Range,20,168,NA,138,NA,Range,1.3,5,NA,138,NA,,,NA,NA,NA,NA,"McFarland 2006, Marsden 2013, Kattge 2001"
Vallisneria americana,,,,,,,NA,Range,0,385,NA,138,NA,Range,1.91,3.2,NA,138,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"McFarland 2006, Kattge 2011"
Vallisneria americana,,,,,,,250,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"McFarland 2006, Marsden 2013, Kattge 2001, Clark 1999"
Vallisneria americana,,,,,,,111.3,Unknown +/-,NA,NA,4.9,138,2.6,Unknown +/-,NA,NA,0.02,138,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,87,Unknown +/-,NA,NA,2,138,2.9,Unknown +/-,NA,NA,0.04,138,NA,,,NA,NA,NA,NA,"McFarland 2006, Marsden 2013, Kattge 2001"
Vallisneria americana,,,,,,,137.7,Unknown +/-,NA,NA,6.5,138,2.6,Unknown +/-,NA,NA,0.02,138,NA,Range,0.6,1,NA,0,0.0034,D,None Specified,NA,NA,NA,0,NA,Range,20,179,NA,138,NA,Range,1.3,5.2,NA,138,NA,,,NA,NA,NA,NA,"McFarland 2006, Kattge 2011"
Vassobia breviflora,"Acnistus breviflorus, Capsicum breviflorum , Dierbachia breviflora , Dunalia breviflora , Acnistus bornmuelleri , Acnistus galanderi , Acnistus lycioides , Acnistus mollis , Acnistus parviflorus ,Acnistus schunckii, Acnistus sellowii , Acnistus spinescens , Acnistus spinosus, Acnistus ulei , Bassovia pyraster, Bassovia spina-alba , Capsicum glandulosum, Capsicum spina-alba, Dierbachia parviflora , Fregirardia spina-alba ,Iochroma arboreum ",Solanaceae,N,Yellow/Orange,F,I,NA,None Specified,45,63,NA,0,1.78,None Specified,NA,NA,NA,1,1.26,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,3.558333333,SD,NA,NA,0.800520664,12,3.141666667,SD,NA,NA,0.725457014,12,NA,,,NA,NA,NA,NA,"Smith 2007, Alves-Costa 2007, Bernacki 2015, Grande 2012, http://legacy.tropicos.org/Image/100429684"
Vassobia breviflora,,,,,,,36.61,SD,NA,NA,10.74,19,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Smith 2007, Alves-Costa 2007, Bernacki 2015, Grande 2012, http://legacy.tropicos.org/Image/100429684"
Vassobia breviflora,,,,,,,30.9,SE,NA,NA,5.9,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Smith 2007, Alves-Costa 2007, Bernacki 2015, Grande 2012, http://legacy.tropicos.org/Image/100429684"
Vassobia breviflora,,,,,,,34.5,SE,NA,NA,5.9,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Smith 2007, Alves-Costa 2007, Bernacki 2015, Grande 2012, http://legacy.tropicos.org/Image/100429684"
Vassobia breviflora,,,,,,,41.8,SE,NA,NA,3,0,1,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,7,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Smith 2007, Alves-Costa 2007, Bernacki 2015, Grande 2012, http://legacy.tropicos.org/Image/100429684"
Virola bicuhyba,,Myristicaceae,N,Red,F,D,1,None Specified,NA,NA,NA,12.5,24,None Specified,NA,NA,NA,12.5,15,None Specified,NA,NA,NA,12.5,2.3,W,None Specified,NA,NA,NA,12,24,None Specified,NA,NA,NA,12.5,15,None Specified,NA,NA,NA,12.5,3.5,W,None Specified,NA,NA,NA,12.5,"Galetti 2011, Zipparro 2005, Pizo 2002"
Virola bicuhyba,,,,,,,NA,,NA,NA,NA,NA,21.4,Unknown +/-,NA,NA,2.1,494,15,Unknown +/-,NA,NA,1,494,2.85,NA,Unknown +/-,NA,NA,0.56,494,35,None Specified,NA,NA,NA,0,25,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Galetti 2011, Zipparro 2005, Pizo 2002"
Virola bicuhyba,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,21,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Galetti 2011, Zipparro 2005, Pizo 2002"
Virola calophylla ,,Myristicaceae,N,Green,F,D,1,None Specified,NA,NA,NA,6,16.2,Unknown +/-,NA,NA,0.56,6,14.9,Unknown +/-,NA,NA,0.67,6,0.55777778,W,None Specified,NA,NA,NA,5,24,None Specified,NA,NA,NA,5,16.5,None Specified,NA,NA,NA,5,1.22666667,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Stevenson et al. 2002, Russo 1992, Foster 1985, Andresen 1999, Paine 2016"
Virola calophylla ,,,,,,,NA,,NA,NA,NA,NA,NA,Range,13,16,NA,0,11.74,SD,NA,NA,1.11,87,1.04,W,SD,NA,NA,0.31,120,NA,Range,23,35,NA,0,NA,,NA,NA,NA,NA,2.22666667,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Stevenson et al. 2002, Russo 1992, Foster 1985, Andresen 1999, Paine 2016"
Virola calophylla ,,,,,,,NA,,NA,NA,NA,NA,14.5,None Specified,NA,NA,NA,5,8.875,None Specified,NA,NA,NA,5,0.44592857,D,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Stevenson et al. 2002, Russo 1992, Foster 1985, Andresen 1999, Paine 2016"
Virola calophylla ,,,,,,,NA,,NA,NA,NA,NA,15.47,SD,NA,NA,1.72,120,13.39,SD,NA,NA,1.58,98,1.39,W,SD,NA,NA,0.49,108,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Stevenson et al. 2002, Russo 1992, Foster 1985, Andresen 1999, Paine 2016"
Virola calophylla ,,,,,,,NA,,NA,NA,NA,NA,17,SD,NA,NA,1.77,98,8,None Specified,NA,NA,NA,6,1.31,W,None Specified,NA,NA,NA,30,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Stevenson et al. 2002, Russo 1992, Foster 1985, Andresen 1999, Paine 2016"
Virola duckei,,Myristicaceae,N,Brown,F,D,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.26,D,SD,NA,NA,0.32,10,NA,Range,25,30,NA,0,20,None Specified,NA,NA,NA,0,5.01,D,Unknown +/-,NA,NA,0.04,10,"Vargas 2013, Ducke 1945, Stevenson 2008"
Virola duckei,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.5,D,Unknown +/-,NA,NA,0.18,10,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Vargas 2013, Ducke 1945, Stevenson 2008"
Virola elongata,"Myristica elongata, Palala elongata",Myristicaceae,N,Green,F,D,1,None Specified,NA,NA,NA,5,6.95,SD,NA,NA,0.212132034,2,3.95,SD,NA,NA,0.353553391,2,0.515,W,None Specified,NA,NA,NA,5,NA,Range,11,16,NA,0,12.5,None Specified,NA,NA,NA,5,0.7,D,None Specified,NA,NA,NA,5,"Stevenson 2023, Norford 2023, Smith 1938 (Virola), Santamaría-Aguilar 2019, https://www.delta-intkey.com/famfs/www/myrist.htm"
Virola elongata,,,,,,,NA,,NA,NA,NA,NA,9,None Specified,NA,NA,NA,7.5,5.5,None Specified,NA,NA,NA,7.5,0.39,D,None Specified,NA,NA,NA,5,19,None Specified,NA,NA,NA,5,NA,Range,8,12,NA,0,1.355,W,None Specified,NA,NA,NA,5,"Stevenson 2023, Norford 2023, Smith 1938 (Virola), Santamaría-Aguilar 2019, https://www.delta-intkey.com/famfs/www/myrist.htm"
Virola elongata,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Range,16,19,NA,0,NA,Range,9,11,NA,0,NA,,,NA,NA,NA,NA,"Stevenson 2023, Norford 2023, Smith 1938 (Virola), Santamaría-Aguilar 2019, https://www.delta-intkey.com/famfs/www/myrist.htm"
Virola elongata,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,17.2,None Specified,NA,NA,NA,1,10.7,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,"Stevenson 2023, Norford 2023, Smith 1938 (Virola), Santamaría-Aguilar 2019, https://www.delta-intkey.com/famfs/www/myrist.htm"
Virola flexuosa,,Myristicaceae,N,Green,F,D,1,None Specified,NA,NA,NA,6,13.075,None Specified,NA,NA,NA,5,13.7,None Specified,NA,NA,NA,0,0.82571258,D,None Specified,NA,NA,NA,5,21.6,None Specified,NA,NA,NA,0,19,None Specified,NA,NA,NA,5,2.05916427,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Yumoto et al. 1999"
Virola flexuosa,,,,,,,NA,,NA,NA,NA,NA,16.4,None Specified,NA,NA,NA,0,12.5,None Specified,NA,NA,NA,6,1.56,W,None Specified,NA,NA,NA,0,22,None Specified,NA,NA,NA,5,20.7,None Specified,NA,NA,NA,0,4.3,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Yumoto et al. 1999"
Virola flexuosa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.31427143,W,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4.4,W,None Specified,NA,NA,NA,0,"Stevenson 2023, Stevenson 2002, Yumoto et al. 1999"
Virola flexuosa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4.24818182,W,None Specified,NA,NA,NA,5,"Stevenson 2023, Stevenson 2002, Yumoto et al. 1999"
Virola kwatae,,Myristicaceae,N,Red,F,D,1,None Specified,NA,NA,NA,1,28.3,SE,NA,NA,0.6,50,18.2,SE,NA,NA,0.3,50,3.2,D,None Specified,NA,NA,NA,40,53,SD,NA,NA,0.2,3,39.06666667,SD,NA,NA,0.230940108,3,17.54,W,SE,NA,NA,0.62,100,"Baraloto 2007, Ratiarison 2013"
Virola kwatae,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4.77,W,SE,NA,NA,0.14,50,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Baraloto 2007, Ratiarison 2013"
Virola michelii,,Myristicaceae,N,Red,F,D,1,None Specified,NA,NA,NA,2,NA,Range,19,23,NA,0,NA,Range,14,15,NA,0,1.4,D,None Specified,NA,NA,NA,40,23,None Specified,NA,NA,NA,22,15,None Specified,NA,NA,NA,22,5.11,W,SE,NA,NA,0.19,103,"Erard 1989, Hammond 1995, Norden 2009, Baraloto 2007, Forget unpublished, Ratiarison 2013, Forget 2000"
Virola michelii,,,,,,,NA,,NA,NA,NA,NA,22,None Specified,NA,NA,NA,0,14,None Specified,NA,NA,NA,0,1.62,D,None Specified,NA,NA,NA,10,52.16666667,SD,NA,NA,4.497036061,3,28.86666667,SD,NA,NA,1.692138686,3,NA,,,NA,NA,NA,NA,"Erard 1989, Hammond 1995, Norden 2009, Baraloto 2007, Forget unpublished, Ratiarison 2013, Forget 2000"
Virola michelii,,,,,,,NA,,NA,NA,NA,NA,20.5,SE,NA,NA,0.3,73,14.2,SE,NA,NA,0.2,73,1.88,D,None Specified,NA,NA,NA,17,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Erard 1989, Hammond 1995, Norden 2009, Baraloto 2007, Forget unpublished, Ratiarison 2013, Forget 2000"
Virola michelii,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.2,NA,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Erard 1989, Hammond 1995, Norden 2009, Baraloto 2007, Forget unpublished, Ratiarison 2013, Forget 2000"
Virola michelii,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.44,W,None Specified,NA,NA,NA,17,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Erard 1989, Hammond 1995, Norden 2009, Baraloto 2007, Forget unpublished, Ratiarison 2013, Forget 2000"
Virola michelii,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.09,W,SE,NA,NA,0.05,73,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Erard 1989, Hammond 1995, Norden 2009, Baraloto 2007, Forget unpublished, Ratiarison 2013, Forget 2000"
Virola nobilis,,Myristicaceae,N,Yellow/Orange,F,D,NA,,NA,NA,NA,NA,NA,Range,19,22,NA,30,NA,Range,15,17,NA,30,3,NA,None Specified,NA,NA,NA,0,NA,Range,21,31,NA,NA,NA,Range,16,25,NA,NA,NA,,,NA,NA,NA,NA,"https://onlinelibrary.wiley.com/doi/abs/10.2307/3237138?casa_token=B948utJVKnAAAAAA%3AsPSrpW2rCotmhuneFwVYPZO5rSXl0i001SNahElbWPLFqT2j1e6jpVneE730Fe0D8bqmrZ-yyg53U-1x, Forget 1991, Santamaría-Aguilar 2019"
Virola nobilis,,,,,,,NA,,NA,NA,NA,NA,NA,Range,19,22,NA,30,NA,Range,15,17,NA,30,2.95,NA,SE,NA,NA,0.05,30,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"https://onlinelibrary.wiley.com/doi/abs/10.2307/3237138?casa_token=B948utJVKnAAAAAA%3AsPSrpW2rCotmhuneFwVYPZO5rSXl0i001SNahElbWPLFqT2j1e6jpVneE730Fe0D8bqmrZ-yyg53U-1x, Forget 1991"
Virola oleifera,"Bicuiba oleifera, Myristica oleifera",Myristicaceae,N,Yellow,F,D,1,None Specified,NA,NA,NA,0,NA,Range,22,24,NA,0,NA,Range,13,19,NA,0,NA,,,NA,NA,NA,NA,NA,Range,28,30,NA,0,NA,Range,16,20,NA,0,3.5,W,SD,NA,NA,1.2,20,"Machado 2000, Smith 1938 (Virola)"
Virola pavonis,"Myristica pavonis, Myristica venosa, Palala pavonis, Virola venosa, Virola elliptica",Myristicaceae,N,Green,F,D,1,None Specified,NA,NA,NA,3,26.7225,SD,NA,NA,3.03678871,4,14.03025,SD,NA,NA,2.847656741,4,1.8,D,SD,NA,NA,0.5,6,NA,Range,25,50,NA,0,NA,Range,15,23,NA,0,NA,,,NA,NA,NA,NA,"Smith 1938 (Virola), Queenborough 2005, http://legacy.tropicos.org/Image/101418671"
Virola peruviana ,,Myristicaceae,N,Green,F,D,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.249,D,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.83,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002"
Virola peruviana ,,,,,,,1,None Specified,NA,NA,NA,6,15.5,None Specified,NA,NA,NA,5,13.925,None Specified,NA,NA,NA,6,1.588,W,None Specified,NA,NA,NA,5,28,None Specified,NA,NA,NA,5,22.5,None Specified,NA,NA,NA,5,6.425,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002"
Virola sebifera,,Myristicaceae,N,Green,F,D,NA,,NA,NA,NA,NA,11,None Specified,NA,NA,NA,5,8,None Specified,NA,NA,NA,5,0.85,W,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.07,D,None Specified,NA,NA,NA,5,"Stevenson 2023, Howe 1981"
Virola sebifera,,,,,,,1,None Specified,NA,NA,NA,5,14,None Specified,NA,NA,NA,0,10,None Specified,NA,NA,NA,0,0.69,W,SE,NA,NA,0.04,20,18,None Specified,NA,NA,NA,5,13,None Specified,NA,NA,NA,5,3.51,W,None Specified,NA,NA,NA,5,"Stevenson 2023, Howe 1981"
Virola sebifera,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.55,D,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Howe 1981"
Virola surinamensis,"Myristica surinamensis, Palala surinamensis, Myristica americana, Myristica fatua, Myristica gracilis, Myristica sebifera, Palala gracilis, Virola carinata var. gracilis, Virola glaziovii var. latifolia",Myristicaceae,N,Orange/Red,D,D,1,None Specified,NA,NA,NA,0,21.5,None Specified,NA,NA,NA,1,14.4,None Specified,NA,NA,NA,1,1.952,D,None Specified,NA,NA,NA,10,23.46666667,SD,NA,NA,1.12398102,3,18.6,SD,NA,NA,1.979898987,2,NA,,,NA,NA,NA,NA,"Daws 2005, Howe 1983, Pinzón-Navarro 2010, https://d2seqvvyy3b8p2.cloudfront.net/bd8a2a46cb53d1c564a71618cdcedc66.jpg "
Virola surinamensis,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,3.18,W,Unknown +/-,NA,NA,0.32,20,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Daws 2005, Howe 1983, Pinzón-Navarro 2010, https://d2seqvvyy3b8p2.cloudfront.net/bd8a2a46cb53d1c564a71618cdcedc66.jpg "
Vismia brasiliensis,"Caopia brasiliensis, Vismia laccifera, Vismia lasiantha, Vismia longifolia, Vismia sellowiana",Hypericaceae,N,Yellow/Orange,F,I,NA,,NA,NA,NA,NA,3,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,0.00085,D,SD,NA,NA,0.00017,10,8,None Specified,NA,NA,NA,0,10.1,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,"Alves-Costa 2007, https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:434104-1/images (K000221277)"
Vismia macrophylla,"Caopia macrophylla, Vismia angusta, Vismia latifolia, Vismia reticulata, Hypericum reticulatum",Hypericaceae,N,Green,F,I,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6.00E-04,D,None Specified,NA,NA,NA,10,9.266666667,SD,NA,NA,1.448274836,9,7.522222222,SD,NA,NA,0.816666667,9,2.18,W,SD,NA,NA,0.37,53,"Becker 2010, Daws 2005, http://legacy.tropicos.org/Image/70461"
Vismia macrophylla,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.00675,W,Range,0.00643,0.00741,NA,10,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Becker 2010, Daws 2005, http://legacy.tropicos.org/Image/70461"
