Article ID,Full Citation
Teixeira 2011,"Teixeira, C. C., & Barbedo, C. J. (2011). The development of seedlings from fragments of monoembryonic seeds as an important survival strategy for Eugenia (Myrtaceae) tree species. Trees, 26(3), 1069-1077. doi:10.1007/s00468-011-0648-5"
Tella 2020,"Tella, J. L., Hiraldo, F., Pacífico, E., Díaz-Luque, J. A., Dénes, F. V., Fontoura, F. M., . . . Blanco, G. (2020). Conserving the Diversity of Ecological Interactions: The Role of Two Threatened Macaw Species as Legitimate Dispersers of “Megafaunal” Fruits. Diversity, 12(2). doi:10.3390/d12020045"
Terborgh 2011,"Terborgh, J., Alvarez-Loayza, P., Dexter, K., Cornejo, F., & Carrasco, C. (2011). Decomposing dispersal limitation: limits on fecundity or seed distribution? Journal of Ecology, 99(4), 935-944. doi:10.1111/j.1365-2745.2011.01836.x"
Terborgh 1993,"Terborgh, J., Losos, E., Riley, M. P., & Riley, M. B. (1993). Predation by vertebrates and invertebrates on the seeds of five canopy tree species of an Amazonian Forest. Vegetatio, 107(108), 375-386. doi:10.1007/BF00052236"
Thery 1992,"Thery, M., Erard, C., & Sabatier, D. (1992). Les fruits dans le régime alimentaire de Penelope marail (Aves, cracidae) en forêt Guyanaise : frugivorie stricte et sélective? Revue d’Écologie, 47(4), 383-401. Retrieved from https://hal.science/hal-03529122"
Thokchom 2017,"Thokchom, R., & Mandal, G. (2017). Production preference and importance of passion fruit (Passiflora edulis): a review. Journal of Agricultural Engineering and Food Technology, 4(1), 27-30. Retrieved from https://krishisanskriti.org/Publication.html"
Tobler 2008,"Tobler, M. W. (2008). The ecology of the lowland tapir in Madre de Dios, Peru using new technologies to study large rainforest mammals. (Doctoral dissertation). Texas A&M University, Texas, US. UMI database."
Todeschini 2020,"Todeschini, F., Toledo, J. J. d., Rosalino, L. M., & Hilario, R. R. (2020). Niche differentiation mechanisms among canopy frugivores and zoochoric trees in the northeastern extreme of the Amazon. Acta Amazonica, 50(3), 263-272. doi:10.1590/1809-4392202000732"
Tokuoka 2003,"Tokuoka, T., & Tobe, H. (2003). Ovules and seeds in Acalyphoideae (Euphorbiaceae): structure and systematic implications. Journal of Plant Research, 116(5), 355-380. doi:10.1007/s10265-003-0116-4"
Toledo 2020,"Toledo, R. M., Perring, M.P, Verheyen, K, Martini A. M. Z., Ferreira, M. P, Santos, R. F. (2020). Restoring tropical forest composition is more difficult, but recovering tree-cover is faster, when neighbouring forests are young. Landscaoe Ecology, 35, 1403-1416. doi:10.1007/s10980-020-01023-7"
Torres-Rodríguez 2011,"Torres-Rodríguez, A., Salinas-Moreno, Y., Valle-Guadarrama, S., & Alia-Tejacal, I. (2011). Soluble phenols and antioxidant activity in mamey sapote (Pouteria sapota) fruits in postharvest. Food Research International, 44(7), 1956-1961. doi:10.1016/j.foodres.2011.04.045"
Trujillo 2021,"Trujillo, W., Rivera-Rondón, C. A., Jácome, J., García, N., Eiserhardt, W. L., & Balslev, H. (2021). Palm functional trait responses to local environmental factors in the Colombian Amazon. Journal of Tropical Ecology, 38(1), 39-47. doi:10.1017/s0266467421000493"
Turrill 1919,"Turrill, W. B. (1919). A revision of the genus Mendoncia. In Bulletin of Miscellaneous Information (Royal Botanic Gardens, Kew) (Vol. 1919, pp. 407-425). New York: Springer."
Ueda 2000,"Ueda, M., Sasaki, K., Utsunomiya, N., Inaba, K., & Shimabayashi, Y. (2000). Changes in physical and chemical properties during maturation of mango fruit (Mangifera indica L. ‘Irwin’) cultured in a plastic greenhouse. Food Science Technology Research, 6(4), 299–305. doi:10.3136/fstr.6.299"
Uhl 1981,"Uhl, C., Clark, K., Clark, H., & Murphy, P. (1981). Early plant succession after cutting and burning in the upper Rio Negro region of the Amazon Basin. Journal of Ecology, 69(2), 631-649. doi:10.2307/2259689"
Uramoto 2008,"Uramoto, K., Martins, D. S., & Zucchi, R. A. (2008). Fruit flies (Diptera, Tephritidae) and their associations with native host plants in a remnant area of the highly endangered Atlantic Rain Forest in the State of Espirito Santo, Brazil. Bull Entomol Res, 98(5), 457-466. doi:10.1017/S0007485308005774"
Urcelay 2019,"Urcelay, C., Longo, S., Geml, J., & Tecco, P. A. (2019). Can arbuscular mycorrhizal fungi from non-invaded montane ecosystems facilitate the growth of alien trees? Mycorrhiza, 29(1), 39-49. doi:10.1007/s00572-018-0874-4"
Vallo 2001,"Valio, I. F. M., & Scarpa, F. M. (2001). Germination of seeds of tropical pioneer species under controlled and natural conditions. Revista Brasileira de Botânica, 24, 79-84."
Meer 1998,"Meer, P. J. V. D., Sterck, F. J., & Bongers, F. (1998). Tree seedling performance in canopy gaps in a tropical rain forest at Nouragues, French Guiana. Journal of Tropical Ecology, 14(2), 119-137. doi:10.1017/s026646749800011x"
Roosmalen 1988,"Roosmalen, M. G. M. V., Mittermeier, R. A., & Fleagle, J. G. (1988). Diet of the northern bearded saki (Chiropotes satanas chiropotes): A neotropical seed predator. American Journal of Primatology, 14(1), 11-35. doi:10.1002/ajp.1350140103"
Vargas 2013,"Vargas, I. N., & Stevenson, P. R. (2013). Seed and Establishment Limitation: Effects on Plant Diversity in an Amazonian Rain Forest. Biotropica, 45(6), 737-746. doi:10.1111/btp.12063"
Vázquez-Yanes 1992,"Vázquez-Yanes, C., & Orozco-Segovia, A. (1992). Effects of litter from a tropical rainforest on tree seed germination and establishment under controlled conditions. Tree Physiology, 11, 391-400. doi:10.1093/treephys/11.4.391"
Vázquez-Yanes 1996,"Vázquez-Yanes, C., Rojas-Aréchiga, M., Sánchez-Coronado, M. E., & Orozco-Segovia, A. (1996). Comparison of light-regulated seed germination in Ficus spp. and Cecropia obtusifolia: ecological implications. Tree Physiology, 16, 871--875. doi:10.1093/treephys/16.10.871"
Vendramini 2012,"Vendramini, M. C., Camargo-Mathias, M. I., de Faria, A. U., Bechara, G. H., de Oliveira, P. R., & Roma, G. C. (2012). Cytotoxic effects of andiroba oil (Carapa guianensis) in reproductive system of Rhipicephalus sanguineus (Latreille, 1806) (Acari: Ixodidae) semi-engorged females. Parasitology Research, 111(5), 1885-1894. doi:10.1007/s00436-012-3031-6"
Veron 2005,"Veron, V., Caron, H., & Degen, B. (2005). Gene flow and mating system of the tropical tree Sextonia rubra. Silvae Genetica, 54(1-6), 275-280. doi:10.1515/sg-2005-0040"
Vieira 2011,"Vieira, E. M., Ribeiro, J. F., & Iob, G. (2011). Seed predation ofAraucaria angustifolia (Araucariaceae) by small rodents in two areas with contrasting seed densities in the Brazilian Araucaria forest. Journal of Natural History, 45(13-14), 843-854. doi:10.1080/00222933.2010.536265"
Villanueva-Alonzo 2019,"Villanueva-Alonzo, H. d. J., Polanco-Hernández, G. M., Lizama-Uc, G., Acosta-Viana, K. Y., & Alvarado-Segura, A. A. (2019). Proteolytic activity of wild fruits of Bromelia karatas L. of Yucatán, Mexico. Revista Chapingo Serie Ciencias Forestales y del Ambiente, 25(2), 157-168. doi:10.5154/r.rchscfa.2018.08.062"
Leite 2010,"Leite, A. V. d. L., & Machado, I. C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74(11), 1374-1380. doi:10.1016/j.jaridenv.2010.05.029"
VonBank 2018,"VonBank, J. A., Casper, A. F., Pendleton, J. E., & Hagy, H. M. (2018). Water hyacinth (Eichhornia crassipes) invasion and establishment in a temperate river system. River Research and Applications, 34(10), 1237-1243. doi:10.1002/rra.3362"
Wadt 2018,"Wadt, L. H. d. O., Faustino, C. L., Staudhammer, C. L., Kainer, K. A., & Evangelista, J. S. (2018). Primary and secondary dispersal of Bertholletia excelsa: implications for sustainable harvests. Forest Ecology and Management, 415-416, 98-105. doi:10.1016/j.foreco.2018.02.014"
Wall-Medrano 2016,"Wall-Medrano, A., Gonzalez-Aguilar, G. A., Loarca-Pina, G. F., Lopez-Diaz, J. A., Villegas-Ochoa, M. A., Tortoledo-Ortiz, O., . . . Robles-Zepeda, R. (2016). Ripening of Pithecellobium dulce (Roxb.) Benth. [Guamuchil] Fruit: Physicochemical, Chemical and Antioxidant Changes. Plant Foods Hum Nutr, 71(4), 396-401. doi:10.1007/s11130-016-0575-0"
Wallace 2005,"Wallace, R. B. (2005). Seasonal Variations in Diet and Foraging Behavior of Ateles chamek in a Southern Amazonian Tropical Forest. International Journal of Primatology, 26(5), 1053-1075. doi:10.1007/s10764-005-6458-4"
Webster 2004,"Webster, G. L. (2004). A Revision of Phyllanthus Section Hylaeanthus (Euphorbiaceae). Lundellia, 7(1), 11-27. doi:10.25224/1097-993x-7.1.11"
Weckerle 2003,"Weckerle, C. S., & Reynel, C. (2003). An overview of the subspecies of Paullinia obovata (Sapindaceae-Paullinieae) in Peru. Novon, Spring, 2003, 13(1), 145-152. doi:10.2307/3393580"
Weckerle 2005,"Weckerle, C. S., & Rutishauser, R. (2005). Gynoecium, fruit and seed structure of Paullinieae (Sapindaceae). Botanical Journal of the Linnean Society, 147, 159-189. doi:10.1111/j.1095-8339.2005.00365.x"
Wenny 1999,"Wenny, D. G. (1999). Two-stage dispersal of Guarea glabra and G. kunthiana (Meliaceae) in Monteverde, Costa Rica. Journal of Tropical Ecology, 15(4), 481-496. doi:10.1017/s0266467499000966"
Wenny 2004,"Wenny, D. G. (2004). Post-dispersal seed fate of some cloud forest tree species in Costa Rica. In P.-M. Forget, P. Hulme, J. E. Lambret, & S. B. Wall (Eds.), Seed fate: predation, dispersal and seedling establishment. Hoboken, New Jersery: Wiley."
Werff 2000,"Werff, H. v. d., & Vicentini, A. (2000). New species of Lauraceae from Central Amazonia, Brazil. Novon, Autumn, 10(3), 264-297. doi:10.2307/3393111"
Wheelwright 1984,"Wheelwright, N. T., Haber, W. A., Murray, K. G., & Guindon, C. (1984). Tropical fruit-eating birds and their food plants: a survey of a Costa Rican lower Montane forest. Biotropica, 16(3), 173-192. doi:10.2307/2388051"
White 1986,"White, F. (1986). Census and preliminary observations on the ecology of the black-faced black spider monkey (Ateles paniscus chamek) in Manu National Park, Peru. American Journal of Primatology, 11(2), 125-132. doi:10.1002/ajp.1350110205"
Williamson 2006,"Williamson, G. B., Costa, F., & Vera, C. V. M. (2006). Dispersal of Amazonian trees: hydrochory in Swartzia polyphylla1. Biotropica, 31(3), 460-465. doi:10.1111/j.1744-7429.1999.tb00388.x"
Woodson 1976,"Woodson, R. E., Schery, R. W., & Howard, R. A. (1976). Flora of Panama. Part VI. Family 106. Icacinaceae. Annals of the Missouri Botanical Garden, 63(3), 399-417. doi:10.2307/2395281"
Woodson 1978,"Woodson, R. E., Schery, R. W., & Wunderlin, R. P. (1978). Flora of Panama. Part IX. Family 182. Cucurbitaceae. Annals of the Missouri Botanical Garden, 1987, 65(1), 285-366. doi:10.2307/2395053"
Wurdack 2005,"Wurdack, K. J., Hoffmann, P., & Chase, M. W. (2005). Molecular phylogenetic analysis of uniovulate Euphorbiaceae (Euphorbiaceae sensu stricto) using plastid RBCL and TRNL-F DNA sequences. American Journal Botany, 92(8), 1397-1420. doi:10.3732/ajb.92.8.1397"
Yanoviak 2008,"Yanoviak, S. P., Kaspari, M., Dudley, R., & Poinar, G., Jr. (2008). Parasite-induced fruit mimicry in a tropical canopy ant. The American Naturalist, 171(4), 536-544. doi:10.1086/528968"
Yumoto 1999,"Yumoto, T. (1999). Seed dispersal by Salvin's Curassow, Mitu salvini (Cracidae), in a tropical forest of Colombia: direct measurements of dispersal distance. Biotropica, 31(4), 654-660. Retrieved from https://www.jstor.org/stable/2663906"
Yumoto et al. 1999,"Yumoto, T., Kimura, K., & Nishimura, A. (1999). Estimation of the retention times and distances of seed dispersed by two monkey species, Alouatta seniculus and Lagothrix lagotricha, in a Colombian forest. Ecological Research, 14(2), 179-191. doi:10.1046/j.1440-1703.1999.00286.x"
Zaca 2006,"Zaca, W., Silva, W. R., & Pedroni, F. (2006). Diet of the rusty-margined Guan (Penelope superciliaris) in an altitudinal forest fragment of southeastern Brazil. Ornitologia Neotropical, 17, 373–382. Retrieved from https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=1602&context=ornitologia_neotropical"
Zambrano 2006,"Zambrano, V. A. B. (2006). Comparación de dos bosques Amazónicos en términos de diversidad y aspectos de dispersión de semillas de dos árboles de dosel. (Unpublished master's thesis). Universidad de los Andes, Colombia."
Zambrano 2008,"Zambrano, V. A. B., Moncada, J. Z., & Stevenson, P. R. (2008). Diversity of regenerating plants and seed dispersal in two canopy trees from Colombian Amazon forests with different hunting pressure. Revista Biology Tropics, 56(3), 1531-1542. Retrieved from https://academic.oup.com/mbe/article/41/6/msae090/7670808"
Zarucchi 1988,"Zarucchi, J. L. (1988). A revision of the tribe Ambelanieae (Apocynaceae-Plumerioideae). Missouri, USA: Missouri Botanical Garden."
Zhang 1955,"Zhang, H.-Y., & Wang, L.-X. (1955). Fruit consumption and seed dispersal of Ziziphus cinnamomum (Rhamnaceae) by two sympatric primates (Cebus apella and Ateles paniscus) in French Guiana. Biotropica, 27(3), 397-401. doi:10.2307/2388926"
Zimdahl 1989,"Zimdahl, R. L. (1989). Seeds and seedlings of weeds in rice in South and Southeast Asia. Los Banos, Philippines: International Rice Research Institute."
Zipparro 2005,"Zipparro, V. B., & L. Patricia, M. (2005). Seed predation of Virola bicuhyba (Schott) Warb. (Myristicaceae) in the Atlantic forest of south-eastern Brazil. Revista Brasil Botony, 28(3), 515-522. doi:10.1590/S0100-84042005000300009"
Zizka 1999,"Zizka, G., & Schneider, J. V. (1999). The genus Touroulia Aubl. (Quiinaceae). Willdenowia, 29(1/2). doi:10.3372/wi.29.2921"
Zuloaga 1985,"Zuloaga, F. O., & Soderstrom, T. R. (1985). Classification of the outlying species of New World Panicum (Poaceae: Paniceae). In Smithsonian Contributions to Botany (Vol. 59). Washington DC: Smithsonian Institution Press."
Svenning 2005,"Svenning, J.-C., & Wright, S. J. (2005). Seed limitation in a Panamanian forest. Journal of Ecology, 93(5), 853-862."
